APMC,Commodity,Year,date,modal_price,Type,msprice,fluctuation,Relative_fluctuation
Jalgaon,Bajri,2016,2016-02,1425,Kharif Crops,1330.0,0,0
Achalpur,Sesamum,2016,2016-11,5777,Kharif Crops,4800.0,0,0
Shegaon,Sesamum,2016,2016-11,4450,Kharif Crops,4800.0,0,0
Shegaon,Sesamum,2015,2015-09,7250,Kharif Crops,4700.0,0,0
Manwat,Bajri,2015,2015-06,1226,Kharif Crops,1275.0,0,0
Anajngaon Surji,Sesamum,2014,2014-12,10067,Kharif Crops,4600.0,0,0
Khamgaon,Sesamum,2015,2015-07,7200,Kharif Crops,4700.0,0,0
Dudhani,Maize,2016,2016-06,1583,Kharif Crops,1365.0,0,0
Shegaon,Sesamum,2015,2015-07,6943,Kharif Crops,4700.0,0,0
Jalgaon Jamod-Aasalgaon,Sesamum,2015,2015-06,6000,Kharif Crops,4700.0,0,0
Barshi-Vairag,Maize,2016,2016-06,1620,Kharif Crops,1365.0,0,0
Malkapur,Sesamum,2015,2015-06,7250,Kharif Crops,4700.0,0,0
Pusad,Sesamum,2016,2016-11,5305,Kharif Crops,4800.0,0,0
Raver,Bajri,2016,2016-07,1695,Kharif Crops,1330.0,0,0
Dhule,Sesamum,2016,2016-11,4000,Kharif Crops,4800.0,0,0
Naigaon,Sesamum,2016,2016-11,4000,Kharif Crops,4800.0,0,0
Akluj,Maize,2016,2016-06,1678,Kharif Crops,1365.0,0,0
Shegaon,Sesamum,2015,2015-03,7583,Kharif Crops,4700.0,0,0
Aheri,Sesamum,2016,2016-11,4500,Kharif Crops,4800.0,0,0
Sailu,Bajri,2015,2015-11,1551,Kharif Crops,1275.0,0,0
Digras,Sesamum,2016,2016-02,6178,Kharif Crops,4800.0,0,0
Barshi,Sesamum,2016,2016-07,5700,Kharif Crops,4800.0,0,0
Akkolkot,Sesamum,2016,2016-10,5000,Kharif Crops,4800.0,0,0
Dhule,Sesamum,2015,2015-11,5800,Kharif Crops,4700.0,0,0
Akkolkot,Maize,2016,2016-01,1400,Kharif Crops,1365.0,0,0
Sakri,Sesamum,2015,2015-10,7272,Kharif Crops,4700.0,0,0
Jalna-Badnapur,Maize,2016,2016-05,1211,Kharif Crops,1365.0,0,0
Bhusaval,Bajri,2016,2016-08,1550,Kharif Crops,1330.0,0,0
Raver,Bajri,2016,2016-04,1554,Kharif Crops,1330.0,0,0
Aheri,Sesamum,2015,2015-04,6700,Kharif Crops,4700.0,0,0
Dhule,Sesamum,2015,2015-05,7025,Kharif Crops,4700.0,0,0
Aheri,Sesamum,2015,2015-12,5250,Kharif Crops,4700.0,0,0
Aheri,Sesamum,2015,2015-02,7000,Kharif Crops,4700.0,0,0
Barshi,Sesamum,2016,2016-06,6101,Kharif Crops,4800.0,0,0
Aheri,Sesamum,2015,2015-11,5553,Kharif Crops,4700.0,0,0
Hingoli,Sesamum,2015,2015-01,10000,Kharif Crops,4700.0,0,0
Basmat,Sesamum,2015,2015-10,6100,Kharif Crops,4700.0,0,0
Shirpur,Sesamum,2015,2015-05,5767,Kharif Crops,4700.0,0,0
Hinganghat,Sesamum,2016,2016-01,4850,Kharif Crops,4800.0,0,0
Dhule,Sesamum,2015,2015-08,8104,Kharif Crops,4700.0,0,0
Dhule,Sesamum,2015,2015-01,9108,Kharif Crops,4700.0,0,0
Shirpur,Sesamum,2015,2015-08,7051,Kharif Crops,4700.0,0,0
Dhule,Sesamum,2015,2015-12,7238,Kharif Crops,4700.0,0,0
Dondaicha-Sindkheda,Sesamum,2015,2015-12,5000,Kharif Crops,4700.0,0,0
Sakri,Sesamum,2015,2015-12,7000,Kharif Crops,4700.0,0,0
Pusad,Sesamum,2016,2016-08,6380,Kharif Crops,4800.0,0,0
Digras,Sesamum,2016,2016-08,5205,Kharif Crops,4800.0,0,0
Washim,Sesamum,2016,2016-05,6200,Kharif Crops,4800.0,0,0
Hinganghat,Sesamum,2016,2016-06,6383,Kharif Crops,4800.0,0,0
Washim,Sesamum,2016,2016-02,4100,Kharif Crops,4800.0,0,0
Wardha,Sesamum,2016,2016-09,6000,Kharif Crops,4800.0,0,0
Dhule,Sesamum,2015,2015-07,7500,Kharif Crops,4700.0,0,0
Shirpur,Sesamum,2015,2015-07,7200,Kharif Crops,4700.0,0,0
Dhule,Sesamum,2015,2015-06,7850,Kharif Crops,4700.0,0,0
Sakri,Sesamum,2015,2015-06,7777,Kharif Crops,4700.0,0,0
Jalgaon Jamod,Sorgum(Jawar),2015,2015-09,1200,Kharif Crops,1590.0,0,0
Kej,Maize,2015,2015-07,1366,Kharif Crops,1325.0,0,0
Nandurbar,Pigeon Pea (Tur),2016,2016-08,5000,Kharif Crops,4625.0,0,0
Barshi,Sunflower,2015,2015-09,3300,Kharif Crops,3800.0,0,0
Shrirampur,Safflower,2015,2015-03,2601,Rabi Crops,3300.0,0,0
Devala,Wheat(Husked),2016,2016-07,1655,Rabi Crops,,0,0
Rahuri-Vambori,Safflower,2015,2015-02,2500,Rabi Crops,3300.0,0,0
Shrirampur,Safflower,2015,2015-04,2401,Rabi Crops,3300.0,0,0
Yeola,Wheat(Husked),2016,2016-02,1528,Rabi Crops,,0,0
Karanja,Sunflower,2015,2015-09,3501,Kharif Crops,3800.0,0,0
Kille Dharur,Cotton,2014,2014-11,3980,Kharif Crops,3750.0,0,0
Yeola,Wheat(Husked),2016,2016-08,1784,Rabi Crops,,0,0
Karanja,Sunflower,2015,2015-02,2800,Kharif Crops,3800.0,0,0
Kurdwadi,Sunflower,2015,2015-10,3376,Kharif Crops,3800.0,0,0
Akola,Safflower,2015,2015-02,1800,Rabi Crops,3300.0,0,0
Barshi,Sunflower,2015,2015-10,3611,Kharif Crops,3800.0,0,0
Solapur,Sunflower,2015,2015-11,3875,Kharif Crops,3800.0,0,0
Barshi,Sunflower,2015,2015-11,3525,Kharif Crops,3800.0,0,0
Barshi-Vairag,Sunflower,2015,2015-03,3093,Kharif Crops,3800.0,0,0
Kurdwadi,Sunflower,2015,2015-01,3000,Kharif Crops,3800.0,0,0
Barshi-Vairag,Sunflower,2015,2015-01,3050,Kharif Crops,3800.0,0,0
Korpana,Cotton,2014,2014-12,4050,Kharif Crops,3750.0,0,0
Barshi-Vairag,Sunflower,2015,2015-02,3175,Kharif Crops,3800.0,0,0
Chandrapur,Cotton,2014,2014-11,4035,Kharif Crops,3750.0,0,0
Gangapur,Cotton,2014,2014-11,4026,Kharif Crops,3750.0,0,0
Nampur,Wheat(Husked),2016,2016-07,1754,Rabi Crops,,0,0
Umari,Wheat(Husked),2016,2016-03,1795,Rabi Crops,,0,0
Shrigonda-Ghogargaon,Cotton,2014,2014-11,4091,Kharif Crops,3750.0,0,0
Kej,Safflower,2015,2015-12,3300,Rabi Crops,3300.0,0,0
Gevrai,Safflower,2015,2015-08,2400,Rabi Crops,3300.0,0,0
Gevrai,Safflower,2015,2015-04,2050,Rabi Crops,3300.0,0,0
Vaijapur,Safflower,2015,2015-10,2763,Rabi Crops,3300.0,0,0
Vaijapur,Safflower,2015,2015-11,1000,Rabi Crops,3300.0,0,0
Manmad,Wheat(Husked),2016,2016-06,1663,Rabi Crops,,0,0
Vaijapur,Safflower,2015,2015-05,2650,Rabi Crops,3300.0,0,0
Vaijapur,Safflower,2015,2015-06,2564,Rabi Crops,3300.0,0,0
Shrigonda,Cotton,2014,2014-11,4094,Kharif Crops,3750.0,0,0
Shrigonda,Cotton,2014,2014-10,4100,Kharif Crops,3750.0,0,0
Akola,Safflower,2015,2015-06,2250,Rabi Crops,3300.0,0,0
Lasur Station,Safflower,2015,2015-06,2250,Rabi Crops,3300.0,0,0
Vaijapur,Safflower,2015,2015-07,2600,Rabi Crops,3300.0,0,0
Anajngaon Surji,Cotton,2014,2014-12,4050,Kharif Crops,3750.0,0,0
Sillod-Bharadi,Safflower,2015,2015-08,2171,Rabi Crops,3300.0,0,0
Daryapur,Safflower,2015,2015-06,2100,Rabi Crops,3300.0,0,0
Daryapur,Safflower,2015,2015-07,2412,Rabi Crops,3300.0,0,0
Chandur Rly.,Cotton,2014,2014-11,3950,Kharif Crops,3750.0,0,0
Akola,Safflower,2015,2015-11,2100,Rabi Crops,3300.0,0,0
Akola,Safflower,2015,2015-03,2400,Rabi Crops,3300.0,0,0
Kurdwadi,Sunflower,2015,2015-12,3200,Kharif Crops,3800.0,0,0
Manmad,Wheat(Husked),2016,2016-08,1923,Rabi Crops,,0,0
Barshi-Vairag,Sunflower,2015,2015-12,3750,Kharif Crops,3800.0,0,0
Kalvan,Sunflower,2015,2015-08,4726,Kharif Crops,3800.0,0,0
Murum,Sunflower,2015,2015-04,3401,Kharif Crops,3800.0,0,0
Devala,Sunflower,2015,2015-05,3232,Kharif Crops,3800.0,0,0
Lasalgaon,Sunflower,2015,2015-03,2801,Kharif Crops,3800.0,0,0
Malegaon,Sunflower,2015,2015-06,3785,Kharif Crops,3800.0,0,0
Lasalgaon,Sunflower,2015,2015-07,2551,Kharif Crops,3800.0,0,0
Kalvan,Sunflower,2015,2015-07,2551,Kharif Crops,3800.0,0,0
Kalvan,Sunflower,2015,2015-01,2500,Kharif Crops,3800.0,0,0
Sinner,Sunflower,2015,2015-02,2600,Kharif Crops,3800.0,0,0
Lasalgaon,Sunflower,2015,2015-02,3311,Kharif Crops,3800.0,0,0
Sinner,Sunflower,2015,2015-04,2000,Kharif Crops,3800.0,0,0
Rajura,Cotton,2014,2014-10,3911,Kharif Crops,3750.0,0,0
Nandurbar,Sunflower,2015,2015-07,2941,Kharif Crops,3800.0,0,0
Shahada,Sunflower,2015,2015-01,3281,Kharif Crops,3800.0,0,0
Nandurbar,Sunflower,2015,2015-08,3060,Kharif Crops,3800.0,0,0
Bhokar,Sunflower,2015,2015-07,3250,Kharif Crops,3800.0,0,0
Naigaon,Wheat(Husked),2016,2016-09,1601,Rabi Crops,,0,0
Naigaon,Cotton,2014,2014-11,4050,Kharif Crops,3750.0,0,0
Nanded,Cotton,2014,2014-11,4050,Kharif Crops,3750.0,0,0
Navapur,Cotton,2014,2014-12,3800,Kharif Crops,3750.0,0,0
Shahada,Cotton,2014,2014-12,4050,Kharif Crops,3750.0,0,0
Kalamb (Os),Sunflower,2015,2015-08,2890,Kharif Crops,3800.0,0,0
Murum,Sunflower,2015,2015-12,3826,Kharif Crops,3800.0,0,0
Jalna-Badnapur,Cotton,2014,2014-11,4050,Kharif Crops,3750.0,0,0
Jalna,Cotton,2014,2014-11,3502,Kharif Crops,3750.0,0,0
Barshi,Sunflower,2015,2015-12,3550,Kharif Crops,3800.0,0,0
Dondaicha,Cotton,2014,2014-11,4050,Kharif Crops,3750.0,0,0
Aheri,Cotton,2014,2014-12,3986,Kharif Crops,3750.0,0,0
Aheri,Cotton,2014,2014-11,4000,Kharif Crops,3750.0,0,0
Indapur,Sunflower,2015,2015-10,3418,Kharif Crops,3800.0,0,0
Basmat,Cotton,2014,2014-11,4050,Kharif Crops,3750.0,0,0
Kalamnuri,Cotton,2014,2014-11,4113,Kharif Crops,3750.0,0,0
Jalgaon,Cotton,2014,2014-12,4050,Kharif Crops,3750.0,0,0
Yeola,Wheat(Husked),2016,2016-04,1460,Rabi Crops,,0,0
Indapur-Bhigwan,Sunflower,2015,2015-01,3100,Kharif Crops,3800.0,0,0
Bhusaval,Cotton,2014,2014-11,4050,Kharif Crops,3750.0,0,0
Jalgaon,Cotton,2014,2014-11,4025,Kharif Crops,3750.0,0,0
Navapur,Wheat(Husked),2016,2016-10,1650,Rabi Crops,,0,0
Indapur-Bhigwan,Sunflower,2015,2015-08,3000,Kharif Crops,3800.0,0,0
Umarga,Sunflower,2015,2015-09,3200,Kharif Crops,3800.0,0,0
Tuljapur,Sunflower,2015,2015-10,3551,Kharif Crops,3800.0,0,0
Murum,Sunflower,2015,2015-11,3789,Kharif Crops,3800.0,0,0
Umarga,Sunflower,2015,2015-06,3210,Kharif Crops,3800.0,0,0
Umarga,Sunflower,2015,2015-07,3000,Kharif Crops,3800.0,0,0
Manmad,Wheat(Husked),2016,2016-03,1515,Rabi Crops,,0,0
Ambejogai,Safflower,2015,2015-02,2450,Rabi Crops,3300.0,0,0
Gevrai,Safflower,2015,2015-01,2101,Rabi Crops,3300.0,0,0
Jintur-Bori,Wheat(Husked),2016,2016-05,1550,Rabi Crops,,0,0
Hingoli,Sorgum(Jawar),2016,2016-07,1788,Kharif Crops,1650.0,0,0
Akhadabalapur,Sorgum(Jawar),2016,2016-06,1500,Kharif Crops,1650.0,0,0
Hingoli,Sorgum(Jawar),2016,2016-06,1680,Kharif Crops,1650.0,0,0
Tadkalas,Wheat(Husked),2016,2016-10,1560,Rabi Crops,,0,0
Ahmedpur,Safflower,2015,2015-06,2300,Rabi Crops,3300.0,0,0
Ahmedpur,Safflower,2015,2015-07,2175,Rabi Crops,3300.0,0,0
Basmat,Sorgum(Jawar),2016,2016-03,1410,Kharif Crops,1650.0,0,0
Manwat,Wheat(Husked),2016,2016-05,1560,Rabi Crops,,0,0
Akhadabalapur,Sorgum(Jawar),2016,2016-05,1500,Kharif Crops,1650.0,0,0
Hingoli,Sorgum(Jawar),2016,2016-05,1700,Kharif Crops,1650.0,0,0
Manwat,Wheat(Husked),2016,2016-06,1551,Rabi Crops,,0,0
Kalamnuri,Sorgum(Jawar),2016,2016-10,1650,Kharif Crops,1650.0,0,0
Devani,Safflower,2015,2015-12,2680,Rabi Crops,3300.0,0,0
Pandharpur,Wheat(Husked),2014,2014-11,1531,Rabi Crops,1450.0,0,0
Jintur-Bori,Wheat(Husked),2016,2016-03,1764,Rabi Crops,,0,0
Sengaon,Sorgum(Jawar),2016,2016-10,1600,Kharif Crops,1650.0,0,0
Akhadabalapur,Sorgum(Jawar),2016,2016-09,1685,Kharif Crops,1650.0,0,0
Barshi-Vairag,Wheat(Husked),2014,2014-10,1951,Rabi Crops,1450.0,0,0
Ahmedpur,Safflower,2015,2015-08,2376,Rabi Crops,3300.0,0,0
Hingoli,Sorgum(Jawar),2016,2016-09,1800,Kharif Crops,1650.0,0,0
Sonpeth,Wheat(Husked),2016,2016-09,5573,Rabi Crops,,0,0
Tadkalas,Wheat(Husked),2016,2016-09,1583,Rabi Crops,,0,0
Ahmedpur,Safflower,2015,2015-11,2451,Rabi Crops,3300.0,0,0
Akhadabalapur,Sorgum(Jawar),2016,2016-07,1500,Kharif Crops,1650.0,0,0
Tadkalas,Wheat(Husked),2014,2014-10,1411,Rabi Crops,1450.0,0,0
Pandharpur,Wheat(Husked),2016,2016-08,1633,Rabi Crops,,0,0
Tuljapur,Safflower,2015,2015-03,2759,Rabi Crops,3300.0,0,0
Kurdwadi,Wheat(Husked),2016,2016-08,1801,Rabi Crops,,0,0
Umarga,Safflower,2015,2015-07,2300,Rabi Crops,3300.0,0,0
Tadkalas,Wheat(Husked),2014,2014-09,1680,Rabi Crops,1450.0,0,0
Akluj,Wheat(Husked),2016,2016-08,2005,Rabi Crops,,0,0
Kurdwadi,Wheat(Husked),2016,2016-04,1889,Rabi Crops,,0,0
Kalamb (Os),Safflower,2015,2015-07,2406,Rabi Crops,3300.0,0,0
Hingoli,Sorgum(Jawar),2016,2016-02,1675,Kharif Crops,1650.0,0,0
Lohara,Safflower,2015,2015-12,2701,Rabi Crops,3300.0,0,0
Kalamb (Os),Safflower,2015,2015-08,2344,Rabi Crops,3300.0,0,0
Nandurbar,Safflower,2015,2015-04,2676,Rabi Crops,3300.0,0,0
Ahmedpur,Safflower,2015,2015-09,2301,Rabi Crops,3300.0,0,0
Hingoli,Sorgum(Jawar),2016,2016-01,1650,Kharif Crops,1650.0,0,0
Ahmedpur,Safflower,2015,2015-10,2520,Rabi Crops,3300.0,0,0
Nilanga,Safflower,2015,2015-11,2521,Rabi Crops,3300.0,0,0
Latur-Murud,Safflower,2015,2015-11,2500,Rabi Crops,3300.0,0,0
Indapur (Nimgaon Ketki),Wheat(Husked),2016,2016-08,1500,Rabi Crops,,0,0
Purna,Wheat(Husked),2016,2016-06,1966,Rabi Crops,,0,0
Jalna,Safflower,2015,2015-09,2192,Rabi Crops,3300.0,0,0
Yeola,Wheat(Husked),2016,2016-03,1567,Rabi Crops,,0,0
Shegaon,Safflower,2015,2015-06,2200,Rabi Crops,3300.0,0,0
Osmanabad,Wheat(Husked),2016,2016-01,1695,Rabi Crops,,0,0
Murum,Wheat(Husked),2016,2016-01,2200,Rabi Crops,,0,0
Tuljapur,Wheat(Husked),2016,2016-02,2541,Rabi Crops,,0,0
Murum,Wheat(Husked),2016,2016-02,2811,Rabi Crops,,0,0
Khamgaon,Safflower,2015,2015-09,1600,Rabi Crops,3300.0,0,0
Murum,Wheat(Husked),2016,2016-08,2400,Rabi Crops,,0,0
Umarga,Wheat(Husked),2016,2016-04,1351,Rabi Crops,,0,0
Shegaon,Safflower,2015,2015-05,2600,Rabi Crops,3300.0,0,0
Shegaon,Safflower,2015,2015-03,2650,Rabi Crops,3300.0,0,0
Khamgaon,Safflower,2015,2015-06,2400,Rabi Crops,3300.0,0,0
Jalna,Safflower,2015,2015-10,2100,Rabi Crops,3300.0,0,0
Khamgaon,Safflower,2015,2015-08,2100,Rabi Crops,3300.0,0,0
Ner Parasopant,Wheat(Husked),2014,2014-11,1575,Rabi Crops,1450.0,0,0
Kada,Safflower,2015,2015-09,2351,Rabi Crops,3300.0,0,0
Gevrai,Safflower,2015,2015-10,2748,Rabi Crops,3300.0,0,0
Parli-Vaijnath,Safflower,2015,2015-11,2811,Rabi Crops,3300.0,0,0
Majalgaon,Safflower,2015,2015-05,2500,Rabi Crops,3300.0,0,0
Gevrai,Safflower,2015,2015-05,2200,Rabi Crops,3300.0,0,0
Parli-Vaijnath,Safflower,2015,2015-03,2400,Rabi Crops,3300.0,0,0
Vani,Wheat(Husked),2014,2014-10,1350,Rabi Crops,1450.0,0,0
Tuljapur,Wheat(Husked),2016,2016-01,1450,Rabi Crops,,0,0
Murum,Wheat(Husked),2016,2016-06,2099,Rabi Crops,,0,0
Umarga,Wheat(Husked),2016,2016-06,1700,Rabi Crops,,0,0
Murum,Wheat(Husked),2016,2016-03,2496,Rabi Crops,,0,0
Jalna,Safflower,2015,2015-11,2270,Rabi Crops,3300.0,0,0
Manwat,Wheat(Husked),2016,2016-07,1926,Rabi Crops,,0,0
Jalna,Safflower,2015,2015-03,2475,Rabi Crops,3300.0,0,0
Mantha,Safflower,2015,2015-06,2550,Rabi Crops,3300.0,0,0
Palam,Wheat(Husked),2016,2016-01,1751,Rabi Crops,,0,0
Jintur-Bori,Wheat(Husked),2016,2016-01,1501,Rabi Crops,,0,0
Sonpeth,Wheat(Husked),2016,2016-02,1520,Rabi Crops,,0,0
Palam,Wheat(Husked),2016,2016-02,1700,Rabi Crops,,0,0
Jalna,Safflower,2015,2015-06,2363,Rabi Crops,3300.0,0,0
Sailu,Wheat(Husked),2016,2016-08,1650,Rabi Crops,,0,0
Manwat,Wheat(Husked),2016,2016-08,1625,Rabi Crops,,0,0
Jintur,Wheat(Husked),2016,2016-08,1827,Rabi Crops,,0,0
Jalna,Safflower,2015,2015-01,2400,Rabi Crops,3300.0,0,0
Jalna,Safflower,2015,2015-02,2300,Rabi Crops,3300.0,0,0
Jalna,Safflower,2015,2015-08,2250,Rabi Crops,3300.0,0,0
Osmanabad,Wheat(Husked),2016,2016-10,1834,Rabi Crops,,0,0
Murum,Wheat(Husked),2016,2016-05,2301,Rabi Crops,,0,0
Umarga,Wheat(Husked),2016,2016-03,1300,Rabi Crops,,0,0
Tuljapur,Wheat(Husked),2016,2016-03,3201,Rabi Crops,,0,0
Ahmedpur,Sunflower,2015,2015-07,3219,Kharif Crops,3800.0,0,0
Ahmedpur,Sunflower,2015,2015-08,3750,Kharif Crops,3800.0,0,0
Ambejogai,Wheat(Husked),2016,2016-01,1925,Rabi Crops,,0,0
Jalna,Cotton,2015,2015-01,3947,Kharif Crops,3800.0,0,0
Akhadabalapur,Wheat(Husked),2016,2016-06,1800,Rabi Crops,,0,0
Hingoli,Wheat(Husked),2016,2016-07,2223,Rabi Crops,,0,0
Sengaon,Wheat(Husked),2016,2016-01,1550,Rabi Crops,,0,0
Aheri,Sorgum(Jawar),2014,2014-12,1250,Kharif Crops,1550.0,0,0
Aheri,Sorgum(Jawar),2014,2014-11,1200,Kharif Crops,1550.0,0,0
Jalna,Cotton,2015,2015-11,4100,Kharif Crops,3800.0,0,0
Aheri,Sorgum(Jawar),2014,2014-09,1000,Kharif Crops,1550.0,0,0
Hingoli,Wheat(Husked),2016,2016-01,2075,Rabi Crops,,0,0
Basmat,Sorgum(Jawar),2014,2014-09,1500,Kharif Crops,1550.0,0,0
Sengaon,Wheat(Husked),2016,2016-02,1650,Rabi Crops,,0,0
Hingoli,Wheat(Husked),2016,2016-03,2342,Rabi Crops,,0,0
Devala,Sorgum(Jawar),2016,2016-03,1399,Kharif Crops,1650.0,0,0
Hingoli,Wheat(Husked),2016,2016-02,2109,Rabi Crops,,0,0
Hingoli,Wheat(Husked),2016,2016-08,2045,Rabi Crops,,0,0
Akhadabalapur,Wheat(Husked),2016,2016-08,1800,Rabi Crops,,0,0
Sengaon,Wheat(Husked),2016,2016-04,1650,Rabi Crops,,0,0
Hingoli,Wheat(Husked),2016,2016-04,2385,Rabi Crops,,0,0
Akhadabalapur,Wheat(Husked),2016,2016-04,1800,Rabi Crops,,0,0
Jalna,Cotton,2015,2015-02,3950,Kharif Crops,3800.0,0,0
Nampur,Sorgum(Jawar),2016,2016-03,1400,Kharif Crops,1650.0,0,0
Sakri,Sorgum(Jawar),2014,2014-10,1111,Kharif Crops,1550.0,0,0
Sengaon,Wheat(Husked),2016,2016-03,1670,Rabi Crops,,0,0
Jalna,Sunflower,2015,2015-11,2963,Kharif Crops,3800.0,0,0
Devala,Sorgum(Jawar),2016,2016-04,1638,Kharif Crops,1650.0,0,0
Naigaon,Cotton,2015,2015-10,4250,Kharif Crops,3800.0,0,0
Naigaon,Sorgum(Jawar),2016,2016-10,1350,Kharif Crops,1650.0,0,0
Jalgaon Jamod,Sorgum(Jawar),2014,2014-12,1500,Kharif Crops,1550.0,0,0
Naigaon,Cotton,2015,2015-02,3950,Kharif Crops,3800.0,0,0
Bhusaval,Wheat(Husked),2016,2016-01,1389,Rabi Crops,,0,0
Naigaon,Cotton,2015,2015-12,4100,Kharif Crops,3800.0,0,0
Navapur,Sorgum(Jawar),2016,2016-07,1525,Kharif Crops,1650.0,0,0
Shahada,Sorgum(Jawar),2016,2016-07,1738,Kharif Crops,1650.0,0,0
Jalgaon Jamod,Sorgum(Jawar),2014,2014-11,1175,Kharif Crops,1550.0,0,0
Nampur,Sorgum(Jawar),2016,2016-04,1036,Kharif Crops,1650.0,0,0
Akhadabalapur,Wheat(Husked),2016,2016-05,1800,Rabi Crops,,0,0
Kalvan,Sorgum(Jawar),2016,2016-08,1567,Kharif Crops,1650.0,0,0
Hingoli,Wheat(Husked),2016,2016-09,2155,Rabi Crops,,0,0
Akhadabalapur,Wheat(Husked),2016,2016-09,1800,Rabi Crops,,0,0
Satana,Sorgum(Jawar),2016,2016-02,1700,Kharif Crops,1650.0,0,0
Kalamnuri,Wheat(Husked),2016,2016-10,1600,Rabi Crops,,0,0
Hingoli,Wheat(Husked),2016,2016-10,2140,Rabi Crops,,0,0
Sengaon,Wheat(Husked),2016,2016-05,1500,Rabi Crops,,0,0
Yeola,Sorgum(Jawar),2016,2016-01,1601,Kharif Crops,1650.0,0,0
Hingoli,Wheat(Husked),2016,2016-05,2325,Rabi Crops,,0,0
Nandgaon,Sorgum(Jawar),2016,2016-03,1834,Kharif Crops,1650.0,0,0
Nampur,Sorgum(Jawar),2016,2016-05,1700,Kharif Crops,1650.0,0,0
Kalvan,Sorgum(Jawar),2016,2016-10,1211,Kharif Crops,1650.0,0,0
Umarga,Sorgum(Jawar),2016,2016-07,1588,Kharif Crops,1650.0,0,0
Pavani,Wheat(Husked),2016,2016-04,1775,Rabi Crops,,0,0
Shirpur,Cotton,2015,2015-12,4100,Kharif Crops,3800.0,0,0
Tuljapur,Sorgum(Jawar),2016,2016-01,1735,Kharif Crops,1650.0,0,0
Korpana,Cotton,2015,2015-11,4100,Kharif Crops,3800.0,0,0
Parli-Vaijnath,Wheat(Husked),2016,2016-09,1350,Rabi Crops,,0,0
Parli-Vaijnath,Wheat(Husked),2016,2016-10,1741,Rabi Crops,,0,0
Parli-Vaijnath,Wheat(Husked),2016,2016-05,2025,Rabi Crops,,0,0
Tuljapur,Sorgum(Jawar),2016,2016-07,2090,Kharif Crops,1650.0,0,0
Kej,Wheat(Husked),2016,2016-05,2023,Rabi Crops,,0,0
Savner,Sorgum(Jawar),2014,2014-10,1125,Kharif Crops,1550.0,0,0
Jalgaon,Cotton,2015,2015-03,3900,Kharif Crops,3800.0,0,0
Umared,Sorgum(Jawar),2014,2014-09,1775,Kharif Crops,1550.0,0,0
Ambejogai,Wheat(Husked),2016,2016-03,2810,Rabi Crops,,0,0
Parli-Vaijnath,Wheat(Husked),2016,2016-06,1975,Rabi Crops,,0,0
Tuljapur,Sorgum(Jawar),2016,2016-03,1839,Kharif Crops,1650.0,0,0
Kej,Wheat(Husked),2016,2016-07,1858,Rabi Crops,,0,0
Naigaon,Sorgum(Jawar),2014,2014-11,1200,Kharif Crops,1550.0,0,0
Nanded,Sorgum(Jawar),2014,2014-11,1625,Kharif Crops,1550.0,0,0
Korpana,Cotton,2015,2015-12,4100,Kharif Crops,3800.0,0,0
Murum,Sorgum(Jawar),2016,2016-05,1751,Kharif Crops,1650.0,0,0
Shirpur,Cotton,2015,2015-02,3999,Kharif Crops,3800.0,0,0
Tuljapur,Sorgum(Jawar),2016,2016-02,2638,Kharif Crops,1650.0,0,0
Shirpur,Cotton,2015,2015-11,4100,Kharif Crops,3800.0,0,0
Tumsar,Wheat(Husked),2016,2016-01,1451,Rabi Crops,,0,0
Nampur,Sorgum(Jawar),2016,2016-10,1700,Kharif Crops,1650.0,0,0
Jalgaon,Cotton,2015,2015-12,4100,Kharif Crops,3800.0,0,0
Kalamnuri,Cotton,2015,2015-11,4200,Kharif Crops,3800.0,0,0
Hingoli,Cotton,2015,2015-11,4200,Kharif Crops,3800.0,0,0
Sindkhed Raja,Wheat(Husked),2016,2016-07,1800,Rabi Crops,,0,0
Kalamnuri,Cotton,2015,2015-05,4300,Kharif Crops,3800.0,0,0
Kalamnuri,Cotton,2015,2015-03,4300,Kharif Crops,3800.0,0,0
Kalamnuri,Cotton,2015,2015-01,4300,Kharif Crops,3800.0,0,0
Basmat,Cotton,2015,2015-01,3950,Kharif Crops,3800.0,0,0
Navapur,Pigeon Pea (Tur),2016,2016-08,4000,Kharif Crops,4625.0,0,0
Kalamnuri,Cotton,2015,2015-12,4364,Kharif Crops,3800.0,0,0
Kalamnuri,Cotton,2015,2015-04,4300,Kharif Crops,3800.0,0,0
Lakhandur,Wheat(Husked),2016,2016-10,1550,Rabi Crops,,0,0
Murum,Sorgum(Jawar),2016,2016-02,2063,Kharif Crops,1650.0,0,0
Aheri,Cotton,2015,2015-10,4000,Kharif Crops,3800.0,0,0
Aheri,Cotton,2015,2015-03,4000,Kharif Crops,3800.0,0,0
Aheri,Cotton,2015,2015-01,4000,Kharif Crops,3800.0,0,0
Pavani,Wheat(Husked),2016,2016-07,1700,Rabi Crops,,0,0
Aheri,Cotton,2015,2015-02,4000,Kharif Crops,3800.0,0,0
Parola,Wheat(Husked),2016,2016-07,1466,Rabi Crops,,0,0
Purna,Cotton,2015,2015-12,4100,Kharif Crops,3800.0,0,0
Parbhani,Cotton,2015,2015-09,4500,Kharif Crops,3800.0,0,0
Rahuri,Sorgum(Jawar),2014,2014-12,1444,Kharif Crops,1550.0,0,0
Ambejogai,Sunflower,2015,2015-06,3000,Kharif Crops,3800.0,0,0
